TITLE,CATEGORY,TARGET
"Apple stops selling the aging iPad 2, relaunches iPad 4 as its cheapest large tablet",t,1
Liquid nicotine for e-cigarettes pilfering notable brand names like Thin Mint  ...,m,3
"Obese Breast Cancer Patients Have Higher Death Risk, Study Says",m,3
Orange Is The New Black Season 2 Trailer Is Next-Level Crazy,e,0
Human Barbie Valeria Lukyanova's Bizarre Selfie Video Is Truly A Spectacle To  ...,e,0
L'Wren finance rumours ripped to shreds,e,0
Film reviews for YOU: The Grand Budapest Hotel by Maria Realf,e,0
Colorado River Reaches Gulf of California after 16 Years,t,1
Scratching the Surface: what to expect from Microsoft's launch event,t,1
King Joffrey: Jack Gleeson retires from acting after Game of Thrones season 4,e,0
"BlackBerry to fix Heartbleed vulnerability for BBM, Secure Work Space",t,1
Ebola spreads to Guinea capital Conakry with at least 59 deaths,m,3
Report: Apple vetting payment industry leaders for new role ahead of potential  ...,t,1
"The Two Most Important Outcomes of the Apple, Beats Deal Nobody's Talking  ...",t,1
International Paper Named To World's Most Ethical Companies List For Eighth  ...,b,2
"Dollar holds above $88USc before Yellen testimony, CPI",b,2
Cisco to Invest $1 Billion in Cloud Efforts,t,1
Osborne ready for 'hard negotiation' with Pfizer,b,2
Amazon Appstore Hits 240000 Apps,t,1
Sinister Six and Venom Films to be Released Before The Amazing Spider-Man 4,e,0
"Lorde Finally Meets Baseball Star Who Inspired Hit ""Royals""",e,0
T-Mobile Confirms Wi-Fi Calling Support Coming in iOS 8,t,1
"Bitcoins are property, not currency, IRS says",b,2
"EPA Wins One, Loses One in Supreme Court",b,2
Climate Change Study Shows Weather Impact in the Four States,t,1
'Godzilla's' Box Office Domination Sparks Sequel,e,0
YSU addressing Heartbleed,t,1
Heartbleed Means HealthCare.gov Users Must Reset Passwords,t,1
Fruits and vegetables linked to fewer strokes,m,3
"Bill Murray crashes bachelor party, offers advice",e,0
Shailene: The Importance Of 'The Fault In Our Stars',e,0
NZ dollar TWI slips from record as 1Q GDP misses estimate,b,2
Study claims baby gates aren't always safe,m,3
"Climate change 'boosts conflict risk, hunger'Publish Date: Mar 31, 2014",t,1
Titanfall's New Modes Will Be Available For Free,t,1
Teen pregnancy awareness day Wednesday,m,3
"Salesforce.com, Philips join forces for health care IT",b,2
Soda Industry Study Says Drink Diet Soda to Lose Weight,m,3
"Obama, Putin speak about downed plane reports",b,2
Brazil World Cup: Experts issue dengue fever high alert for three cities,m,3
Crude oil futures trading outlook: WTI and Brent little changed ahead of key data,b,2
'Liking' Cheerios can forfeit your right to sue,b,2
Prof. wants STAP findings withdrawn,m,3
"Study: 30 percent of world is now fat, no country immune",m,3
Women more likely to get Alzheimer's disease than men,m,3
TSX skids as commodity producers overshadow National Bank; Tim Hortons drops,b,2
"Bad News, Desk Jockeys: Sitting Now Linked to Cancer",m,3
"Coachella Celeb Sightings: Jared Leto, Kesha & More!",e,0
Google Offers Free Same Day Shipping in New York and Los Angeles,t,1
US regulators to vote on final bank leverage rules,b,2
Pilgrim's Pride Tops Tyson Foods in Bidding War for Hillshire,b,2
Billion-Dollar Bonus: Alibaba Allows Yahoo to Sell 68 Million Fewer Shares in IPO,t,1
Walnuts Recalled for Possible Listeria Monocytogenes,m,3
"Sue Townsend, author of the Adrian Mole series, has died",e,0
Severe winter weather cuts into Norfolk Southern's 1st-quarter profit,b,2
"Apple CEO Tim Cook pledges a greener Apple, highlights progress",t,1
USB devices offer hackers direct route into computers,t,1
Conduct nicotine tests in schools,m,3
"Study Surgery, Radiation Treatment Carry Similar Outcomes for Prostate Cancer",m,3
Kerry meets Jaitley ahead of strategic dialogue,b,2
LIBRARY LINE: Great reads from the Emerald Isle,e,0
URI Researcher: Deep-Sea Octopus Broods Eggs for Over Four Years--Longer  ...,t,1
Satellite data confirm last location of MH370,b,2
Kanye West Vampire Rumors Surface: Is Rapper a Member of the Undead?,e,0
"Hillshire looks beyond meat with Birds Eye, Vlasic - Quincy Herald-Whig | Illinois  ...",b,2
Forex - Euro trims gains vs. dollar after U.S. data,b,2
There Will Be No Season Two for Lindsay Lohan's OWN Reality Show,e,0
Equal Pay For Women Took Hit Last Session: Legislator,b,2
Mt. Gox Teases Old Customers With a Screenshot of Their Balance,b,2
24-year-old man arrested over attacks on Japan's girl group AKB48,e,0
Hampton Roads #22 on fittest cities list,m,3
"Girl, 14, arrested for tweeting airline threat",e,0
Bristol County Healthiest in RI; Providence Worst,m,3
Novartis to develop Google's smart contact lenses,t,1
Facebook Pulls Out Poke and Camera Apps,t,1
Netflix raising prices; 'Game of Thrones' fallout; Brian Williams and 'Gin and  ...,e,0
Agricultural Bank profits rise 15%,b,2
"MERS virus reaches Iran, as Tehran reports first 2 cases",m,3
Centenarians 'outliving diseases of old age',m,3
Set list & more thoughts about Miley Cyrus at the X,e,0
Who Went Home on 'American Idol' Tonight? Top 8 Revealed!,e,0
Fried foods leads to obesity in people with genetic risk,m,3
"Hands-on with Huawei's Ascend P7, the 8-meg selfie snapper",t,1
"Diet Soda Beats Water in Weight Loss Program, Concludes ABA-Funded Study",m,3
Asteroid strike map built from nuclear watchdog data,t,1
Planet Fitness kicked Muslim woman out for wearing head scarf: lawsuit,m,3
"Experimental Breast Cancer Drug Seems Safe, Effective for Advanced Disease",m,3
Net Neutrality and Transparency Principles Must Extend to Mobile Internet  ...,t,1
Pound below $1.70 as rate-hike timing questioned,b,2
Herbalife Reportedly Being Probed By FBI,b,2
Potential Houston midair plane collision averted,b,2
MERS contracted by businessman in the US,m,3
Guinea Ebola outbreak under control: foreign minister (Update),m,3
Study Shows You're Never Too Old for a Colonoscopy,m,3
Auto safety watchdog questions NHTSA's explanation in GM's 'ignition-switch  ...,b,2
Lea Michele's new boyfriend Matthew Paetz 'was male escort',e,0
"Menino's cancer of ""unknown origin' raises many questions",m,3
Parents of Pa. lung transplant recipient Sarah Murnaghan laud rule change (video),m,3
"White House plan targets methane leaks in oil, gas drilling",b,2
Eclipse due this evening,t,1
Salesforce and Philips hook up to deliver connected healthcare,b,2
Tech giants oppose US regulator's move on fast lanes,t,1
"Apple, Google agree to end patent wars",t,1
Is This The iPhone 6? (Photos),t,1
"Pilot Flying J, government reach $92M agreement to avoid prosecution",b,2
FDA Approves Insulin Inhaler,m,3
Thailand's Tourists Ask 'What Coup?',e,0
Parents declare war after Boston judge places daughter into state care following  ...,m,3
Home Depot Rises On Outlook As Other Retailers Dive,b,2
Smartphone app proves valuable to recovering alcoholics in study,m,3
Japanese Market Advances On Wall Street Cues,b,2
23/06/2014Germany shrugs off criticism over Siemens' failed Alstom bid,b,2
"Target: No guns in our stores, please",b,2
Fleetwood Mac to play Winnipeg in November,e,0
President Obama Meets and Plays Soccer with Honda's ASIMO Robot! [w/Video],t,1
Airbus loses order for 70 of its A350s,b,2
Pistorius trial focuses on 'screams',m,3
'Captain America' Sets April Box Office,e,0
"Peaches Geldof, the original wild child turned doting mum, spent her life fighting  ...",e,0
"Morgan Stanley earnings top estimates, lift shares",b,2
"'Divergent' star Shailene Woodley hates dieting, loves yoga and barefoot running",e,0
Mickelson: I've done 'nothing wrong',b,2
Ford recalls vehicles over...,t,1
"Microsoft mum on Office for iPad revenue, while hyping the app's 12 million  ...",t,1
"Ebola brings fear and hostility to West Africa, despite medical help",m,3
Group: Deadly asteroids more frequent than thought,t,1
LinkedIn reaches 300-million mark in registered users,b,2
Samsung Galaxy K Zoom arrives in India at Rs 29990,t,1
Star Trek actor fined for drink driving,e,0
Stocks: Investors run to blue chips,b,2
Stream Coldplay's Ascendant 'Ghost Stories' in Full,e,0
"4 reasons you'll really, really want an HTC One (M8)",t,1
DC pot group submits ballot initiative signatures,b,2
Analysis shows long lives at SeaWorld,t,1
Car sales down for 2nd year running,b,2
Lasting Damage,b,2
Virus kills millions of baby pigs,b,2
Chris Brown Sends Fans Jailhouse Message Through Karrueche's Phone,e,0
County resident tests positive for West Nile,m,3
UPDATE: Shire Agrees GBP32 Billion Acquisition By AbbVie,b,2
We've Made Huge Progress on One Diabetes Front,m,3
PS4 1.70 updates coming your way. What's in store for you?,t,1
Maureen Dowd on pot candy bar: 'I became convinced that I had died',e,0
Puerto Rico declares chikungunya epidemic,m,3
Extremely Cold Conditions Not Expected To Increase Due To Climate Change,t,1
Tell the Truth About Ebola,m,3
Study Indicates Smartphone App Aids Alcoholics' Recovery,m,3
"If Nintendo's Lines Were Always This Big, Wii U Could Outsell PlayStation 4",t,1
Mass. To Pursue 'Dual-Track' Strategy To Fix Health Exchange Website,m,3
Two baby gorillas arrive at the Bronx Zoo,t,1
Qualcomm 64-bit octa-core Snapdragon chip production to start soon?,t,1
Exes Courteney Cox and David Arquette announce new engagements in the  ...,e,0
How Disney Brought Maleficent to Life -- Horns and All (EXCLUSIVE),e,0
Guinea Confirms Ebola The Source Of The Deadly Epidemic Crisis In The Country,m,3
Study exposes myths related to water births,m,3
Chrysler five year plan calls for an entry-level 100 & two new crossovers,b,2
China's demand for gold to rise 25 per cent in next four years,b,2
Not just your imagination: Marijuana's THC does cause paranoia,m,3
Vast Bodies Of Water Underground? Water-Rich Gem May Yield New Discovery,t,1
TV Recap: 'Game of Thrones: The Children',e,0
Study Finds Cash Is Covered In Bacteria,m,3
Doctors' bad paperwork leads to $2B in inappropriate Medicare payments,m,3
Watch how the Royal Couple does the ALS Ice Bucket Challenge,e,0
Markets lookahead: Traders to seek guidance from US Fed speech,b,2
Heineman to sign Nebraska autism coverage bill,b,2
Shell Profit Beats Analyst Estimates on Higher Gas Earnings,b,2
Rate of Alzheimer's disease and other dementias falling in the United States,m,3
Wal-Mart to buy used video games,b,2
ECB prepares way for further policy move next month | Bangkok Post: news,b,2
Ford keeps its promise to Lima,t,1
Which airlines fared best in quality rankings?,b,2
Facebook introduces Nearby Friends feature to increase user engagement,t,1
Ray J Giving Kim And Kanye Porn Royalties As Wedding Gift,e,0
Apple share price: Company strikes landmark partnership with IBM,t,1
Weight loss drug Alli taken off shelves in tampering scare,m,3
Motorhead fan's brain bleeds from headbanging,m,3
Raw Oysters Spike U.S. Rise in Bacterial Infections,m,3
Ian Ziering says being away from his kids is 'torture',e,0
Actress Ruby Dee dead at 91 (has video),e,0
Disney Eyes $500m for YouTube's Largest Network Maker Studios,b,2
Watch: First Clip From 'X-Men: Days Of Future Past' Battles Sentinels,e,0
'A Shot At Love with Tila Tequila' star Tila Tequila reveals she's pregnant,e,0
Burn! Can Someone Please Give Miranda Lambert A High Five? She Just Got  ...,e,0
Courtney Love thinks she's found missing the Malaysia Airlines plane,e,0
eBay confirms 145M accounts breached,t,1
Recall Alert: Dolls overheat causing burns,b,2
New Rochelle Celebrates Mexican Culture On Cinco De Mayo,e,0
"Eating more fruits, vegetables may cut stroke risk worldwide",m,3
Lenovo recalls dangerous laptop batteries,t,1
"Acne products can cause harmful side effects, FDA warns",m,3
Are e-cigarette smokers at risk from superbugs like MRSA?,m,3
Key overseas finance markers,b,2
WWE News: Official details on WWE Network in Canada via Rogers  ...,t,1
Bill Gates Wants to Give Remote Control Micro Chip Birth Control to Women,m,3
Take a Second to Read Draghi's Minutes Is Lesson From Fed,b,2
Will Gilead (GILD) Beat Q1 Earnings? - Analyst Blog,b,2
Pilgrims advised to avoid direct contacts with camels,m,3
Vietnamese workers in Taiwan saddened by protests,b,2
"It is a time of renewed hope, forgiveness",e,0
IntraLinks Holdings Inc.: Intralinks Acquires Document Security Leader docTrackr,t,1
Winter Blues Lead to Summer Time Travel Rush,b,2
"Miley Cyrus hospitalized after ""severe allergic reaction""",e,0
"ACC: Vascular Disease, Marital Status Linked?",m,3
Zimbabwe on Ebola virus alert,m,3
EBay to Take $3 Billion Tax Charge,b,2
First lab-grown vaginas successfully transplanted in four women,m,3
The Return of Record Store Day,e,0
Senator Claire McCaskill grills Dr. Oz over 'magic weight loss cure' claims made  ...,m,3
Foreclosures Drive Up Suicide Rates,m,3
'Full House' may be the next 90s sit-com to get a revival,e,0
Hallmark Health urges education of colon cancer,m,3
Study: Children still being prescribed codeine,m,3
"Hungry? Local restaurants offer freebies, discounts today for Tax Day",b,2
Ebola 'a regional threat' as contagion hits Guinea capital,m,3
"Dow tops 17K, driven by strong jobs report",b,2
Ladies' Home Journal ceasing subscription service,b,2
3rd MERS case confirmed in US,m,3
Twitter introduces two new features to make photo sharing more social,t,1
"Indiana MERS Patient Still Isolated, Improving",m,3
US adds more than 200000 jobs in June,b,2
"Pamela Anderson files for divorce, again",e,0
"Chicago, like many Illinois cities, in pension straits",b,2
About 4200 patients may be at HIV risk in US hospital,m,3
Facebook 'Nearby Friends' feature will tell you exactly where your friends are,t,1
ADHD Drug Use By Young Adults Doubled in Recent Years: Report,m,3
Health officials warning to protect yourself against ticks,m,3
Early-Stage Alzheimer's Could Be Revealed Through Eye Structure Changes,m,3
Ebola alert: Nugochi yet to confirm Nyaho fever case – MOH,m,3
River Rose Blackstock is Kelly Clarkson's baby's name,e,0
Financial Times: Piketty book on inequality has errors,b,2
17 UK Men Arrested In Worldwide Operation On Computer Crime,t,1
'I am deeply sorry' GM CEO says to victims' families,t,1
Lab Grown Vaginas and Nostrils Work Well,m,3
Teva Files CP Regarding Approvability Of Purported Generic Versions Of  ...,m,3
Johnson & Johnson Recalls Surgery Devices That May Spread Cancer,m,3
Sean Hayes Joins the Cast of The Millers,e,0
Stock futures steady amid earnings and deals,b,2
Underweight individuals equally at a risk of dying like obese people,m,3
Justin & Selena Coachella Canoodling,e,0
"From ""Star Wars"" to ""Candy Crush"": 3 Stocks Moving the Market Today",b,2
Apple iPod Touch Revamped 16GB Model @ Rs 16900 - Includes iSight Camera,t,1
Drinking and Partying: Selena Gomez 'Back to Her Old Ways',e,0
Select Walgreens Stores Across NC Offer Free HIV Testing,m,3
"Stock Market News for June 16, 2014",b,2
How well do you know Beyoncé and Jay Z?,e,0
"To SXSW and Back: Austin, at last",e,0
Microsoft unveils Skype Translator that will translate spoken languages in real time,t,1
Cowlitz County struggling to rise from bottom tier of state's health rankings,m,3
Tesla opens up all its patents for fair use to help electric car infrastructure,t,1
New Feature Takes 'Facebook Stalking' To A Whole New Level,t,1
"Gold off 1-month low, but US rate hike worries cap gains",b,2
VIDEO: Apple's need for speed in Comcast deal raises questions,t,1
"Ecstasy chemist Shulgin, 88, dies in Calif.",m,3
New estimate of autism in US rises to 1 in 68 children,m,3
E-cigs are a danger to young people,m,3
